Nom;Numero;TypeVoie;VilleCP;adresse;code_postal;commune;longitude;latitude;result_score;result_score_next;result_label;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
EHPAD SAINT ANDRE;;LD;20600 FURIANI; LD;20600;FURIANI;9.432803;42.641431;0.435684935064935;0.42332621700879763;Allee l’Eole 20600 Furiani;street;2B120_0280;;Allee l’Eole;Allee l’Eole;20600;Furiani;2B, Haute-Corse, Corse;2B120;;;;ok
EHPAD L'AGE D'OR;;AV;20220 L ILE ROUSSE; AV;20220;L ILE ROUSSE;8.93662;42.632397;0.804441818181818;0.5894790909090908;L'Île-Rousse;municipality;2B134;;L'Île-Rousse;;20220;L'Île-Rousse;2B, Haute-Corse, Corse;2B134;;;;ok
EHPAD STE FAMILLE;18;BD;20200 BASTIA;18 BD;20200;BASTIA;9.435179;42.687608;0.632185294117647;0.5429686776859504;Bastia;municipality;2B033;;Bastia;;20200;Bastia;2B, Haute-Corse, Corse;2B033;;;;ok
EHPAD U SERENU;5;R;20250 CORTE;5 R;20250;CORTE;9.150197;42.302762;0.42954167155425216;0.4173721885521885;5 Rue du Pont Vieux 20250 Corte;housenumber;2b096_0377_00005;5;5 Rue du Pont Vieux;Rue du Pont Vieux;20250;Corte;2B, Haute-Corse, Corse;2B096;;;;ok
EHPAD CH BASTIA;;;20604 BASTIA CEDEX; ;20604;BASTIA CEDEX;9.435179;42.687608;0.4075863636363636;0.3612330303030303;Bastia;municipality;2B033;;Bastia;;20200;Bastia;2B, Haute-Corse, Corse;2B033;;;;ok
EHPAD A ZIGLIA;;RTE;20243 PRUNELLI DI FIUMORBO; RTE;20243;PRUNELLI DI FIUMORBO;9.367198;42.008332;0.8160990595611284;0.6251378554778554;Prunelli-di-Fiumorbo;municipality;2B251;;Prunelli-di-Fiumorbo;;20243;Prunelli-di-Fiumorbo;2B, Haute-Corse, Corse;2B251;;;;ok
EHPAD SAINTE THERESE;;;20600 BASTIA; ;20600;BASTIA;9.435179;42.687608;0.6733206293706293;0.6094928282828282;Bastia;municipality;2B033;;Bastia;;20200;Bastia;2B, Haute-Corse, Corse;2B033;;;;ok
EHPAD DE TATTONE;;;20219 VIVARIO; ;20219;VIVARIO;9.144598;42.147102;0.931680909090909;0.5216086776859503;Vivario;municipality;2B354;;Vivario;;20219;Vivario;2B, Haute-Corse, Corse;2B354;;;;ok
EHPAD RESIDENCE EUGENIA;;LD;20230 SANTA LUCIA DI MORIANI; LD;20230;SANTA LUCIA DI MORIANI;9.512192;42.383454;0.84649;0.7212625061425061;Santa-Lucia-di-Moriani;municipality;2B307;;Santa-Lucia-di-Moriani;;20230;Santa-Lucia-di-Moriani;2B, Haute-Corse, Corse;2B307;;;;ok
MARIS STELLA MAISON DE RETRAITE;;LD;20217 ST FLORENT; LD;20217;ST FLORENT;9.298046;42.68128;0.6072969421487603;0.4443004278074866;Saint-Florent;municipality;2B298;;Saint-Florent;;20217;Saint-Florent;2B, Haute-Corse, Corse;2B298;;;;ok
EHPAD RESIDENCE PIERRE BOCOGNANO;;CHE;20200 BASTIA; CHE;20200;BASTIA;9.435179;42.687608;0.7106166666666666;0.5925554545454544;Bastia;municipality;2B033;;Bastia;;20200;Bastia;2B, Haute-Corse, Corse;2B033;;;;ok
EHPAD SAINTE DEVOTE;341;IMP;20290 BORGO;341 IMP;20290;BORGO;9.465394;42.573331;0.4509467676767676;0.40113434017595306;341 Impasse des Muriers 20290 Borgo;housenumber;2b042_0323_00341;341;341 Impasse des Muriers;Impasse des Muriers;20290;Borgo;2B, Haute-Corse, Corse;2B042;;;;ok
EHPAD SAINT LAURENT;132;R;30430 BARJAC;132 R;30430;BARJAC;4.345692;44.308398;0.43105584415584414;0.4145467340067339;Rue du Bouc 30430 Barjac;street;30029_0050;;Rue du Bouc;Rue du Bouc;30430;Barjac;30, Gard, Occitanie;30029;;;;ok
EHPAD LES JARDINS DE ST HILAIRE;131;CHE;30560 ST HILAIRE DE BRETHMAS;131 CHE;30560;ST HILAIRE DE BRETHMAS;4.115271;44.102293;0.6052310101010101;0.5837557219251337;131 Chemin de Gratian 30560 Saint-Hilaire-de-Brethmas;housenumber;30259_0655_00131;131;131 Chemin de Gratian;Chemin de Gratian;30560;Saint-Hilaire-de-Brethmas;30, Gard, Occitanie;30259;;;;ok
OXANCE EHPAD JEAN JUSTIN BONNEFOND;4;MTE;30200 BAGNOLS SUR CEZE;4 MTE;30200;BAGNOLS SUR CEZE;4.621418;44.150718;0.6405505896805896;0.634449401330377;4 Rue Monnet 30200 Bagnols-sur-Cèze;housenumber;30028_0752_00004;4;4 Rue Monnet;Rue Monnet;30200;Bagnols-sur-Cèze;30, Gard, Occitanie;30028;;;;ok
EHPAD RESIDENCE VAL DE CEZE;;;30630 CORNILLON; ;30630;CORNILLON;4.493579;44.216179;0.9350727272727273;0.5866569565217391;Cornillon;municipality;30096;;Cornillon;;30630;Cornillon;30, Gard, Occitanie;30096;;;;ok
EHPAD JACQUES SAURIN;;AV;30190 MOUSSAC; AV;30190;MOUSSAC;4.225779;43.979205;0.75572;0.5487249011857707;Moussac;municipality;30184;;Moussac;;30190;Moussac;30, Gard, Occitanie;30184;;;;ok
EHPAD LES CINQ SENS;4;;30128 GARONS;4;30128;GARONS;4.42871;43.777308;0.8031707692307691;0.5084599999999999;Garons;municipality;30125;;Garons;;30128;Garons;30, Gard, Occitanie;30125;;;;ok
EHPAD LE MAS DES OLIVIERS;;CHE;30350 LEDIGNAN; CHE;30350;LEDIGNAN;4.108446;43.985571;0.7235044385026737;0.6019063636363636;Lédignan;municipality;30146;;Lédignan;;30350;Lédignan;30, Gard, Occitanie;30146;;;;ok
EHPAD LES JARDINS DE MEDICIS;1;CHE;30540 MILHAUD;1 CHE;30540;MILHAUD;4.315998;43.79162;0.5015127272727272;0.5004981818181818;Chemin du Carraud 30540 Milhaud;street;30169_0033;;Chemin du Carraud;Chemin du Carraud;30540;Milhaud;30, Gard, Occitanie;30169;;;;ok
EHPAD RESIDENCE L'EUZIERE;;R;30480 CENDRAS; R;30480;CENDRAS;4.035751;44.150788;0.8078044155844154;0.4960072727272727;Cendras;municipality;30077;;Cendras;;30480;Cendras;30, Gard, Occitanie;30077;;;;ok
EHPAD RESIDENCE SAMDO ROCHEBELLE;17;R;30100 ALES;17 R;30100;ALES;4.107432;44.13923;0.6050590909090908;0.5145454545454545;17 Rue Thales 30100 Alès;housenumber;30007_2555_00017;17;17 Rue Thales;Rue Thales;30100;Alès;30, Gard, Occitanie;30007;;;;ok
EHPAD CHATEAU DE LABAHOU;350;CHE;30140 ANDUZE;350 CHE;30140;ANDUZE;3.974875;44.056183;0.5281306951871657;0.5266452525252525;350 Chemin de Gravies 30140 Anduze;housenumber;30010_0450_00350;350;350 Chemin de Gravies;Chemin de Gravies;30140;Anduze;30, Gard, Occitanie;30010;;;;ok
EHPAD MAISON BLEUE;6;AV;30400 VILLENEUVE LES AVIGNON;6 AV;30400;VILLENEUVE LES AVIGNON;4.784488;43.962498;0.6501790118577075;0.6140099072356215;6 Avenue Pasteur 30400 Villeneuve-lès-Avignon;housenumber;30351_0970_00006;6;6 Avenue Pasteur;Avenue Pasteur;30400;Villeneuve-lès-Avignon;30, Gard, Occitanie;30351;;;;ok
EHPAD COTE CANAL;116;R;30220 AIGUES MORTES;116 R;30220;AIGUES MORTES;4.184277;43.574016;0.5999954545454544;0.5623823725055432;116 Rue Jacques Coeur 30220 Aigues-Mortes;housenumber;30003_0244_00116;116;116 Rue Jacques Coeur;Rue Jacques Coeur;30220;Aigues-Mortes;30, Gard, Occitanie;30003;;;;ok
EHPAD VILLA REDICIANO;;R;30129 REDESSAN; R;30129;REDESSAN;4.498018;43.831439;0.5363095804195803;0.5350741258741258;Rue Mandrin 30129 Redessan;street;30211_0090;;Rue Mandrin;Rue Mandrin;30129;Redessan;30, Gard, Occitanie;30211;;;;ok
EHPAD LES CAPRESIANES;111;R;30210 CABRIERES;111 R;30210;CABRIERES;4.464114;43.903303;0.6653999999999999;0.553346844919786;Cabrières;municipality;30057;;Cabrières;;30210;Cabrières;30, Gard, Occitanie;30057;;;;ok
EHPAD KORIAN MAS DE LAUZE;17;CHE;30900 NIMES;17 CHE;30900;NIMES;4.326912;43.839759;0.5074668044077135;0.5047749862258953;17 Chemin de Castanet 30900 Nîmes;housenumber;30189_1590_00017;17;17 Chemin de Castanet;Chemin de Castanet;30900;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD LE CASTELLAS;44;CHE;30340 ROUSSON;44 CHE;30340;ROUSSON;4.119168;44.162392;0.7434381818181818;0.6294445454545454;44 Chemin de Rousson 30340 Saint-Privat-des-Vieux;housenumber;30294_0980_00044;44;44 Chemin de Rousson;Chemin de Rousson;30340;Saint-Privat-des-Vieux;30, Gard, Occitanie;30294;;;;ok
EHPAD LES 4 SAISONS;273;CHE;30140 BAGARD;273 CHE;30140;BAGARD;4.04946;44.06781;0.5570603349282297;0.5012290909090908;Bagard;municipality;30027;;Bagard;;30140;Bagard;30, Gard, Occitanie;30027;;;;ok
EHPAD LES CIGALES;200;CHE;30380 ST CHRISTOL LEZ ALES;200 CHE;30380;ST CHRISTOL LEZ ALES;4.069943;44.08748;0.6086175241779497;0.6050251515151515;Chemin du Cade 30380 Saint-Christol-lez-Alès;street;30243_0200;;Chemin du Cade;Chemin du Cade;30380;Saint-Christol-lez-Alès;30, Gard, Occitanie;30243;;;;ok
EHPAD LES JARDINS MSP EVANGELIQUE;2141;CHE;30000 NIMES;2141 CHE;30000;NIMES;4.374222;43.812117;0.5600432231404958;0.5045372434017594;2141 Chemin du Bachas 30000 Nîmes;housenumber;30189_0745_02141;2141;2141 Chemin du Bachas;Chemin du Bachas;30000;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD LES MAZETS DE L'ARGILIER;231;R;30250 AUBAIS;231 R;30250;AUBAIS;4.149073;43.751354;0.4725002139037433;0.4508085858585858;231 Rue de l’Argilier 30250 Aubais;housenumber;30019_0020_00231;231;231 Rue de l’Argilier;Rue de l’Argilier;30250;Aubais;30, Gard, Occitanie;30019;;;;ok
EHPAD LES JARDINS DE L'ESCALETTE;1;AV;30700 UZES;1 AV;30700;UZES;4.418031;44.013152;0.4350725806451613;0.42342363636363634;1 Avenue Jean-Jaurès 30700 Uzès;housenumber;30334_0650_00001;1;1 Avenue Jean-Jaurès;Avenue Jean-Jaurès;30700;Uzès;30, Gard, Occitanie;30334;;;;ok
EHPAD RESIDENCE LA CAMARGUE;25;ALL;30900 NIMES;25 ALL;30900;NIMES;4.307129;43.840013;0.48080805194805193;0.48010768595041314;25 Allée des Niverolles 30900 Nîmes;housenumber;30189_5765_00025;25;25 Allée des Niverolles;Allée des Niverolles;30900;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD LES TERRASSES DE LA RUE DE SAUVE;1;R;30900 NIMES;1 R;30900;NIMES;4.357493;43.829622;0.5579069696969696;0.5554569696969696;1 Rue Clovis 30900 Nîmes;housenumber;30189_2070_00001;1;1 Rue Clovis;Rue Clovis;30900;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD RESIDENCE SAMDO POMAREDE;;R;30110 LES SALLES DU GARDON; R;30110;LES SALLES DU GARDON;4.017357;44.192928;0.8721472053872054;0.6680141148325358;Les Salles-du-Gardon;municipality;30307;;Les Salles-du-Gardon;;30110;Les Salles-du-Gardon;30, Gard, Occitanie;30307;;;;ok
EHPAD JEAN LASSERRE;300;CHE;30360 EUZET;300 CHE;30360;EUZET;4.233685;44.073464;0.528250505050505;0.5175003030303029;Euzet;municipality;30109;;Euzet;;30360;Euzet;30, Gard, Occitanie;30109;;;;ok
EHPAD GASTON DOUMERGUE;;RTE;30300 BEAUCAIRE; RTE;30300;BEAUCAIRE;4.601599;43.786319;0.7459916161616161;0.6853748484848485;Beaucaire;municipality;30032;;Beaucaire;;30300;Beaucaire;30, Gard, Occitanie;30032;;;;ok
EHPAD RESIDENCE PETITE CAMARGUE;386;CHE;30640 BEAUVOISIN;386 CHE;30640;BEAUVOISIN;4.320688;43.728405;0.5896481818181818;0.5773390909090909;Grand Chemin 30640 Beauvoisin;street;30033_B094;;Grand Chemin;Grand Chemin;30640;Beauvoisin;30, Gard, Occitanie;30033;;;;ok
EHPAD MEYNES;57;R;30840 MEYNES;57 R;30840;MEYNES;4.557152;43.878992;0.6557118181818181;0.48170636363636354;Meynes;municipality;30166;;Meynes;;30840;Meynes;30, Gard, Occitanie;30166;;;;ok
EHPAD CH PONTEILS;1817;RTE;30450 PONTEILS ET BRESIS;1817 RTE;30450;PONTEILS ET BRESIS;3.93357;44.398081;0.6184712121212121;0.5521443434343433;1817 Route de Villefort 30450 Ponteils-et-Brésis;housenumber;30201_d21fll_01817;1817;1817 Route de Villefort;Route de Villefort;30450;Ponteils-et-Brésis;30, Gard, Occitanie;30201;;;;ok
EHPAD LES JASSES;;;30730 FONS; ;30730;FONS;4.196907;43.908141;0.9380063636363635;0.49121999999999993;Fons;municipality;30112;;Fons;;30730;Fons;30, Gard, Occitanie;30112;;;;ok
EHPAD-RES NOTRE DAME DE LA BLACHE;1969;RTE;30134 PONT ST ESPRIT CEDEX;1969 RTE;30134;PONT ST ESPRIT CEDEX;4.470442;44.291007;0.39991316205533595;;Route de Pont Saint-Esprit 30760 Issirac;street;30134_0038;;Route de Pont Saint-Esprit;Route de Pont Saint-Esprit;30760;Issirac;30, Gard, Occitanie;30134;;;;ok
EHPAD CLAIR SOLEIL;3;R;30000 NIMES;3 R;30000;NIMES;4.353641;43.839667;0.5746876284584979;0.5743230830039525;3 Rue Titus 30000 Nîmes;housenumber;30189_7790_00003;3;3 Rue Titus;Rue Titus;30000;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD ST ROCH;29;R;30200 BAGNOLS SUR CEZE;29 R;30200;BAGNOLS SUR CEZE;4.619344;44.164574;0.6875413131313131;0.6529670334928229;29 Rue du Roc 30200 Bagnols-sur-Cèze;housenumber;30028_1010_00029;29;29 Rue du Roc;Rue du Roc;30200;Bagnols-sur-Cèze;30, Gard, Occitanie;30028;;;;ok
EHPAD LA MAISON DE SECOURS;15;R;30160 BESSEGES;15 R;30160;BESSEGES;4.093498;44.299004;0.5992780519480518;0.5765889968652037;15 Rue Ferrer 30160 Bessèges;housenumber;30037_0200_00015;15;15 Rue Ferrer;Rue Ferrer;30160;Bessèges;30, Gard, Occitanie;30037;;;;ok
EHPAD DOCTEUR HENRY GRANET;23;CHE;30390 ARAMON;23 CHE;30390;ARAMON;4.687166;43.897364;0.5438159504132231;0.5143167084639498;23 Chemin de la Grave 30390 Aramon;housenumber;30012_0101_00023;23;23 Chemin de la Grave;Chemin de la Grave;30390;Aramon;30, Gard, Occitanie;30012;;;;ok
EHPAD ALFRED SILHOL;20;R;30160 BESSEGES;20 R;30160;BESSEGES;4.097378;44.291866;0.5591205194805194;0.5585496969696969;Rue Rabelais 30160 Bessèges;street;30037_0380;;Rue Rabelais;Rue Rabelais;30160;Bessèges;30, Gard, Occitanie;30037;;;;ok
EHPAD LE BRESTALOU;;PL;30260 CORCONNE; PL;30260;CORCONNE;3.933844;43.865829;0.7628909090909091;0.5601112121212121;Corconne;municipality;30095;;Corconne;;30260;Corconne;30, Gard, Occitanie;30095;;;;ok
EHPAD DEVILLAS;88;CHE;30260 QUISSAC;88 CHE;30260;QUISSAC;3.999008;43.915148;0.4783011229946524;0.4769136070381232;Chemin de Campagne 30260 Quissac;street;30210_0044;;Chemin de Campagne;Chemin de Campagne;30260;Quissac;30, Gard, Occitanie;30210;;;;ok
EHPAD LES LAVANDINES;;LOT;30150 ROQUEMAURE; LOT;30150;ROQUEMAURE;4.779696;44.05185;0.4781013498622589;0.4771338502673796;Rue de la Paix 30150 Roquemaure;street;30221_0245;;Rue de la Paix;Rue de la Paix;30150;Roquemaure;30, Gard, Occitanie;30221;;;;ok
EHPAD LES JARDINS DE LA CEZE;160;MTE;30500 ST AMBROIX;160 MTE;30500;ST AMBROIX;4.174983;44.258176;0.47731953316953313;0.44415;Petit Montèze 30500 Saint-Ambroix;locality;30227_B091;;Petit Montèze;;30500;Saint-Ambroix;30, Gard, Occitanie;30227;;;;ok
EHPAD LES JONQUILLES;7;R;30800 ST GILLES;7 R;30800;ST GILLES;4.43129;43.678526;0.5334890909090908;0.5012281818181819;7 Rue Pasteur 30800 Saint-Gilles;housenumber;30258_0880_00007;7;7 Rue Pasteur;Rue Pasteur;30800;Saint-Gilles;30, Gard, Occitanie;30258;;;;ok
EHPAD PIE DE MAR;;PL;30170 ST HIPPOLYTE DU FORT; PL;30170;ST HIPPOLYTE DU FORT;3.856262;43.965186;0.565800707070707;0.515340303030303;Place Villaret 30170 Saint-Hippolyte-du-Fort;street;30263_0500;;Place Villaret;Place Villaret;30170;Saint-Hippolyte-du-Fort;30, Gard, Occitanie;30263;;;;ok
EHPAD LA COUSTOURELLE;21;R;30251 SOMMIERES CEDEX;21 R;30251;SOMMIERES CEDEX;4.089906;43.783743;0.5144197402597401;0.4882945454545455;21 Rue Caudas 30250 Sommières;housenumber;30321_0055_00021;21;21 Rue Caudas;Rue Caudas;30250;Sommières;30, Gard, Occitanie;30321;;;;ok
EHPAD FIL D'ARGENT;4;R;30570 VAL D AIGOUAL;4 R;30570;VAL D AIGOUAL;3.64178;44.08091;0.6159669421487602;0.6104363636363636;4 Rue du Béal 30570 Val-d'Aigoual;housenumber;30339_0060_00004;4;4 Rue du Béal;Rue du Béal;30570;Val-d'Aigoual;30, Gard, Occitanie;30339;30339;Valleraugue;;ok
EHPAD LE VIDOURLE;;R;30610 SAUVE; R;30610;SAUVE;3.94879;43.940803;0.5341741322314049;0.522419567099567;Rue du Four 30610 Sauve;street;30311_0080;;Rue du Four;Rue du Four;30610;Sauve;30, Gard, Occitanie;30311;;;;ok
EHPAD RESIDENCE L'ACCUEIL;75;R;30600 VAUVERT;75 R;30600;VAUVERT;4.279986;43.692319;0.5392584415584415;0.5269936363636364;75 Rue Barbès 30600 Vauvert;housenumber;30341_0060_00075;75;75 Rue Barbès;Rue Barbès;30600;Vauvert;30, Gard, Occitanie;30341;;;;ok
EHPAD FONDATION ROLLIN;79;CHE;30140 ANDUZE;79 CHE;30140;ANDUZE;3.98865;44.042997;0.48560589225589224;0.48340815249266855;Chemin Bas 30140 Anduze;street;30010_0070;;Chemin Bas;Chemin Bas;30140;Anduze;30, Gard, Occitanie;30010;;;;ok
EHPAD LUMIERE ET PAIX;66;IMP;30032 NIMES CEDEX 1;66 IMP;30032;NIMES CEDEX 1;4.641156;43.808902;0.38158791788856306;0.35811212121212116;Rue de Nimes 30300 Beaucaire;street;30032_0760;;Rue de Nimes;Rue de Nimes;30300;Beaucaire;30, Gard, Occitanie;30032;;;;ok
EHPAD NOTRE DAME DES MINES;;QUA;30410 MOLIERES SUR CEZE; QUA;30410;MOLIERES SUR CEZE;4.149439;44.265276;0.7964262237762237;0.5997741958041958;Molières-sur-Cèze;municipality;30171;;Molières-sur-Cèze;;30410;Molières-sur-Cèze;30, Gard, Occitanie;30171;;;;ok
EHPAD MA MAISON;156;R;30000 NIMES;156 R;30000;NIMES;4.395015;43.839262;0.4668513131313131;0.4659618181818181;Rue Ramoneur 30000 Nîmes;street;30189_6804;;Rue Ramoneur;Rue Ramoneur;30000;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD RESIDENCE SAINT VINCENT DE PAUL;16;R;30240 LE GRAU DU ROI;16 R;30240;LE GRAU DU ROI;4.134063;43.516592;0.6082310101010101;0.5907323587223587;16 Rue Amazone 30240 Le Grau-du-Roi;housenumber;30133_0030_00016;16;16 Rue Amazone;Rue Amazone;30240;Le Grau-du-Roi;30, Gard, Occitanie;30133;;;;ok
EHPAD LE FOYER PAUL JORDANA;90;CHE;30670 AIGUES VIVES;90 CHE;30670;AIGUES VIVES;4.184392;43.740363;0.6492469696969696;0.6051364646464646;Chemin de Mus 30670 Aigues-Vives;street;30004_0115;;Chemin de Mus;Chemin de Mus;30670;Aigues-Vives;30, Gard, Occitanie;30004;;;;ok
EHPAD LA PINEDE;110;CHE;30310 VERGEZE;110 CHE;30310;VERGEZE;4.215766;43.747536;0.5100570129870129;0.5079009090909091;110 Chemin des Cades 30310 Vergèze;housenumber;30344_0024_00110;110;110 Chemin des Cades;Chemin des Cades;30310;Vergèze;30, Gard, Occitanie;30344;;;;ok
EHPAD RIVIERE MARZE;;LD;30190 ST GENIES DE MALGOIRES; LD;30190;ST GENIES DE MALGOIRES;4.217902;43.946464;0.5203329499072356;0.51638;Quai de l'Agau 30190 Saint-Geniès-de-Malgoirès;street;30255_0150;;Quai de l'Agau;Quai de l'Agau;30190;Saint-Geniès-de-Malgoirès;30, Gard, Occitanie;30255;;;;ok
EHPAD RESIDENCE INDIGO;43;R;30000 NIMES;43 R;30000;NIMES;4.36915;43.837694;0.5575368531468531;0.5418963636363636;43 Rue Seguier 30000 Nîmes;housenumber;30189_7450_00043;43;43 Rue Seguier;Rue Seguier;30000;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD LES OLIVIERS;420;CHE;30490 MONTFRIN;420 CHE;30490;MONTFRIN;4.601808;43.875024;0.5960181818181818;0.5364237243401759;420 Chemin de Ceserac 30490 Montfrin;housenumber;30179_0052_00420;420;420 Chemin de Ceserac;Chemin de Ceserac;30490;Montfrin;30, Gard, Occitanie;30179;;;;ok
EHPAD CHATEAU DE MONTVAILLANT;261;RTE;30140 BOISSET ET GAUJAC;261 RTE;30140;BOISSET ET GAUJAC;4.02006;44.052106;0.6974566666666666;0.6565005496828752;Boisset-et-Gaujac;municipality;30042;;Boisset-et-Gaujac;;30140;Boisset-et-Gaujac;30, Gard, Occitanie;30042;;;;ok
EHPAD RESIDENCE SOUBEIRAN;;QUA;30270 ST JEAN DU GARD; QUA;30270;ST JEAN DU GARD;3.884728;44.10063;0.5371823095823095;0.501829557109557;La Pinéde 30270 Saint-Jean-du-Gard;street;30269_kzcjba;;La Pinéde;La Pinéde;30270;Saint-Jean-du-Gard;30, Gard, Occitanie;30269;;;;ok
EHPAD CLAIR LOGIS;816;CHE;30100 ALES;816 CHE;30100;ALES;4.09225;44.114507;0.5201299999999999;0.4702458585858586;816 Chemin des Sports 30100 Alès;housenumber;30007_2500_00816;816;816 Chemin des Sports;Chemin des Sports;30100;Alès;30, Gard, Occitanie;30007;;;;ok
RESIDENCE CHATEAU NOTRE DAME;;PL;30730 PARIGNARGUES; PL;30730;PARIGNARGUES;4.203359;43.871316;0.7972372727272726;0.6094024137931034;Parignargues;municipality;30193;;Parignargues;;30730;Parignargues;30, Gard, Occitanie;30193;;;;ok
EHPAD NOTRE DAME DES PINS;41;RTE;30340 ST PRIVAT DES VIEUX;41 RTE;30340;ST PRIVAT DES VIEUX;4.127145;44.143933;0.6316344155844156;0.5840246280991734;Saint-Privat-des-Vieux;municipality;30294;;Saint-Privat-des-Vieux;;30340;Saint-Privat-des-Vieux;30, Gard, Occitanie;30294;;;;ok
EHPAD LES CISTES;250;CHE;30700 ST QUENTIN LA POTERIE;250 CHE;30700;ST QUENTIN LA POTERIE;4.460189;44.027524;0.7119054545454545;0.6017699072356215;Chemin de St Quentin la Poterie 30700 Saint-Siffret;street;30299_grjq8g;;Chemin de St Quentin la Poterie;Chemin de St Quentin la Poterie;30700;Saint-Siffret;30, Gard, Occitanie;30299;;;;ok
EHPAD LE BOSQUET;2;MTE;30200 BAGNOLS SUR CEZE;2 MTE;30200;BAGNOLS SUR CEZE;4.620585;44.150798;0.6405505896805896;0.634449401330377;2 Rue Monnet 30200 Bagnols-sur-Cèze;housenumber;30028_0752_00002;2;2 Rue Monnet;Rue Monnet;30200;Bagnols-sur-Cèze;30, Gard, Occitanie;30028;;;;ok
EHPAD L'OUSTAOU;11;QU;30120 LE VIGAN;11 QU;30120;LE VIGAN;3.608004;43.9896;0.5917536363636363;0.5756256011730205;11 Quai du Pont 30120 Le Vigan;housenumber;30350_1k3hm6_00011;11;11 Quai du Pont;Quai du Pont;30120;Le Vigan;30, Gard, Occitanie;30350;;;;ok
EHPAD SAINT JOSEPH;12;R;30000 NIMES;12 R;30000;NIMES;4.367314;43.849949;0.5738945454545454;0.5730945454545455;12 Rue Kleber 30000 Nîmes;housenumber;30189_4610_00012;12;12 Rue Kleber;Rue Kleber;30000;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD SERRES CAVALIER;;R;30006 NIMES CEDEX 4; R;30006;NIMES CEDEX 4;4.356289;43.814652;0.438804935064935;0.41216012987012984;Nîmes;municipality;30189;;Nîmes;;30000;Nîmes;30, Gard, Occitanie;30189;;;;ok
EHPAD LOU CANTO;811;AV;30100 ALES;811 AV;30100;ALES;4.079907;44.109341;0.4009187878787878;0.3971296969696969;Avenue d'Anduze 30100 Alès;street;30007_0190;;Avenue d'Anduze;Avenue d'Anduze;30100;Alès;30, Gard, Occitanie;30007;;;;ok
EHPAD LES 7 SOURCES;5;R;30200 BAGNOLS SUR CEZE;5 R;30200;BAGNOLS SUR CEZE;4.619026;44.163918;0.6796048051948052;0.6742466233766233;5 Rue du Roc 30200 Bagnols-sur-Cèze;housenumber;30028_1010_00005;5;5 Rue du Roc;Rue du Roc;30200;Bagnols-sur-Cèze;30, Gard, Occitanie;30028;;;;ok
EHPAD L'OUSTAU;21;ALL;30300 BEAUCAIRE;21 ALL;30300;BEAUCAIRE;4.601599;43.786319;0.644981515151515;0.6017271428571428;Beaucaire;municipality;30032;;Beaucaire;;30300;Beaucaire;30, Gard, Occitanie;30032;;;;ok
EHPAD CH PONT SAINT ESPRIT;;R;30134 PONT ST ESPRIT CEDEX; R;30134;PONT ST ESPRIT CEDEX;4.470442;44.291007;0.4013592239467849;;Route de Pont Saint-Esprit 30760 Issirac;street;30134_0038;;Route de Pont Saint-Esprit;Route de Pont Saint-Esprit;30760;Issirac;30, Gard, Occitanie;30134;;;;ok
EHPAD LES TERRASSES DE GISFORT;1;AV;30700 UZES;1 AV;30700;UZES;4.418031;44.013152;0.4350725806451613;0.42342363636363634;1 Avenue Jean-Jaurès 30700 Uzès;housenumber;30334_0650_00001;1;1 Avenue Jean-Jaurès;Avenue Jean-Jaurès;30700;Uzès;30, Gard, Occitanie;30334;;;;ok
EHPAD LES JARDINS DES ORANTES;8;CHE;30120 LE VIGAN;8 CHE;30120;LE VIGAN;3.597453;43.986634;0.5706859779614325;0.5547341176470588;8 Chemin de Goulsou 30120 Le Vigan;housenumber;30350_0418_00008;8;8 Chemin de Goulsou;Chemin de Goulsou;30120;Le Vigan;30, Gard, Occitanie;30350;;;;ok
EHPAD CENTRE DU DR PAUL GACHE;10;R;30133 LES ANGLES;10 R;30133;LES ANGLES;4.771376;43.957877;0.6072602052785924;0.5808637829912022;10 Rue du Grès 30133 Les Angles;housenumber;30011_1630_00010;10;10 Rue du Grès;Rue du Grès;30133;Les Angles;30, Gard, Occitanie;30011;;;;ok
EHPAD MSP ALES;5;IMP;30100 ALES;5 IMP;30100;ALES;4.09725;44.130405;0.49348238244514103;0.4820033333333333;5 Impasse des Iris 30100 Alès;housenumber;30007_1283_00005;5;5 Impasse des Iris;Impasse des Iris;30100;Alès;30, Gard, Occitanie;30007;;;;ok
EHPAD QUAI DE LA FONTAINE;5;AV;30906 NIMES CEDEX 2;5 AV;30906;NIMES CEDEX 2;4.336582;43.820988;0.3863219191919192;0.3855221445221445;Avenue des Arts 30900 Nîmes;street;30189_0610;;Avenue des Arts;Avenue des Arts;30900;Nîmes;30, Gard, Occitanie;30189;;;;ok
